Well,MOPS[mM],Tricine[mM],H3BO3[mM],Glucose[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],Kan[g/l],Water,Culture
A3,35.29411764705865,15.0,13.857267499999999,22.135805485000002,62.31153786206896,19.71605715151515,23.205821750000002,5.4609909560526315,45.1225435576923,37.81567387,10.501000000000001,12.642925,17.867900000000002,16.63835,13.285025000000001,5.0,1129.1449842206123,15.0
B3,35.29411764705865,15.0,13.857267499999999,22.135805485000002,62.31153786206896,19.71605715151515,23.205821750000002,5.4609909560526315,45.1225435576923,37.81567387,10.501000000000001,12.642925,17.867900000000002,16.63835,13.285025000000001,5.0,1129.1449842206123,15.0
C3,35.29411764705865,15.0,13.857267499999999,22.135805485000002,62.31153786206896,19.71605715151515,23.205821750000002,5.4609909560526315,45.1225435576923,37.81567387,10.501000000000001,12.642925,17.867900000000002,16.63835,13.285025000000001,5.0,1129.1449842206123,15.0
D3,35.294117647058954,15.0,19.745606249999998,30.2097687,44.675515499999996,18.78638875,20.31943,5.787806797894737,472.0524425,81.34299929,16.742000000000004,9.791916666666669,18.655175000000003,8.720421875,20.50275,5.0,662.3736610233797,15.0
E3,35.294117647058954,15.0,19.745606249999998,30.2097687,44.675515499999996,18.78638875,20.31943,5.787806797894737,472.0524425,81.34299929,16.742000000000004,9.791916666666669,18.655175000000003,8.720421875,20.50275,5.0,662.3736610233797,15.0
F3,35.294117647058954,15.0,19.745606249999998,30.2097687,44.675515499999996,18.78638875,20.31943,5.787806797894737,472.0524425,81.34299929,16.742000000000004,9.791916666666669,18.655175000000003,8.720421875,20.50275,5.0,662.3736610233797,15.0
A4,35.29411764705849,15.0,6.76876,35.93347286,66.26402806896552,7.9729459280303026,7.31900575,5.931022071315789,112.26516403846153,73.29279463,6.916666666666666,5.266908333333333,17.138625,6.4574125,22.577175,5.0,1055.6019015061684,15.0
B4,35.29411764705849,15.0,6.76876,35.93347286,66.26402806896552,7.9729459280303026,7.31900575,5.931022071315789,112.26516403846153,73.29279463,6.916666666666666,5.266908333333333,17.138625,6.4574125,22.577175,5.0,1055.6019015061684,15.0
C4,35.29411764705849,15.0,6.76876,35.93347286,66.26402806896552,7.9729459280303026,7.31900575,5.931022071315789,112.26516403846153,73.29279463,6.916666666666666,5.266908333333333,17.138625,6.4574125,22.577175,5.0,1055.6019015061684,15.0
D4,35.29411764705858,15.0,5.434172500000001,13.08273614,37.13195372413793,10.388458401515152,23.275205250000003,8.444115647368422,323.57052134615384,368.736126,5.541666666666668,9.927266666666666,11.3925,18.797749999999997,15.787725,5.0,578.1956850104327,15.0
E4,35.29411764705858,15.0,5.434172500000001,13.08273614,37.13195372413793,10.388458401515152,23.275205250000003,8.444115647368422,323.57052134615384,368.736126,5.541666666666668,9.927266666666666,11.3925,18.797749999999997,15.787725,5.0,578.1956850104327,15.0
F4,35.29411764705858,15.0,5.434172500000001,13.08273614,37.13195372413793,10.388458401515152,23.275205250000003,8.444115647368422,323.57052134615384,368.736126,5.541666666666668,9.927266666666666,11.3925,18.797749999999997,15.787725,5.0,578.1956850104327,15.0
A5,35.2941176470589,15.0,71.3983375,16.83024551,68.60128331034483,15.144061121212122,23.57683225,7.334133949736842,188.04009298076926,361.2898756,23.653083333333335,14.459658333333334,7.594825,11.595003125,15.316050000000002,5.0,604.8724003392114,15.0
B5,35.2941176470589,15.0,71.3983375,16.83024551,68.60128331034483,15.144061121212122,23.57683225,7.334133949736842,188.04009298076926,361.2898756,23.653083333333335,14.459658333333334,7.594825,11.595003125,15.316050000000002,5.0,604.8724003392114,15.0
C5,35.2941176470589,15.0,71.3983375,16.83024551,68.60128331034483,15.144061121212122,23.57683225,7.334133949736842,188.04009298076926,361.2898756,23.653083333333335,14.459658333333334,7.594825,11.595003125,15.316050000000002,5.0,604.8724003392114,15.0
D5,35.294117647058684,15.0,15.088627500000001,14.750850945,64.52378706896552,8.083715753787878,23.715433750000003,6.481903522894737,389.9429205769231,427.69893350000007,22.81275,6.269566666666668,11.824925000000002,15.056843750000002,15.912550000000001,5.0,407.54307431870325,15.0
E5,35.294117647058684,15.0,15.088627500000001,14.750850945,64.52378706896552,8.083715753787878,23.715433750000003,6.481903522894737,389.9429205769231,427.69893350000007,22.81275,6.269566666666668,11.824925000000002,15.056843750000002,15.912550000000001,5.0,407.54307431870325,15.0
F5,35.294117647058684,15.0,15.088627500000001,14.750850945,64.52378706896552,8.083715753787878,23.715433750000003,6.481903522894737,389.9429205769231,427.69893350000007,22.81275,6.269566666666668,11.824925000000002,15.056843750000002,15.912550000000001,5.0,407.54307431870325,15.0
A6,35.29411764705864,15.0,21.834416875000002,13.103974060000002,65.5055941724138,18.681247272727273,18.84993525,7.469244580263159,428.2812705769231,438.6475617,20.782333333333337,22.7381,14.873025,76.0559375,23.918225,5.0,258.9650170322807,15.0
B6,35.29411764705864,15.0,21.834416875000002,13.103974060000002,65.5055941724138,18.681247272727273,18.84993525,7.469244580263159,428.2812705769231,438.6475617,20.782333333333337,22.7381,14.873025,76.0559375,23.918225,5.0,258.9650170322807,15.0
C6,35.29411764705864,15.0,21.834416875000002,13.103974060000002,65.5055941724138,18.681247272727273,18.84993525,7.469244580263159,428.2812705769231,438.6475617,20.782333333333337,22.7381,14.873025,76.0559375,23.918225,5.0,258.9650170322807,15.0
D6,35.2941176470586,15.0,20.486835,30.16320553,34.056567379310344,7.7519947386363635,76.0218,6.3949405034210525,340.38725817307693,235.08526399999997,56.16666666666667,23.029158333333335,6.1514999999999995,14.342959375,22.824,5.0,556.8437326534968,15.0
E6,35.2941176470586,15.0,20.486835,30.16320553,34.056567379310344,7.7519947386363635,76.0218,6.3949405034210525,340.38725817307693,235.08526399999997,56.16666666666667,23.029158333333335,6.1514999999999995,14.342959375,22.824,5.0,556.8437326534968,15.0
F6,35.2941176470586,15.0,20.486835,30.16320553,34.056567379310344,7.7519947386363635,76.0218,6.3949405034210525,340.38725817307693,235.08526399999997,56.16666666666667,23.029158333333335,6.1514999999999995,14.342959375,22.824,5.0,556.8437326534968,15.0
A7,35.29411764705915,15.0,14.919111250000002,44.979199925,64.83049610344827,14.304657162878788,18.613190250000002,7.803810108947369,93.81292971153847,462.42950850000005,21.02475,24.070166666666665,8.231775,11.0419875,21.419325,5.0,622.2249751744613,15.0
B7,35.29411764705915,15.0,14.919111250000002,44.979199925,64.83049610344827,14.304657162878788,18.613190250000002,7.803810108947369,93.81292971153847,462.42950850000005,21.02475,24.070166666666665,8.231775,11.0419875,21.419325,5.0,622.2249751744613,15.0
C7,35.29411764705915,15.0,14.919111250000002,44.979199925,64.83049610344827,14.304657162878788,18.613190250000002,7.803810108947369,93.81292971153847,462.42950850000005,21.02475,24.070166666666665,8.231775,11.0419875,21.419325,5.0,622.2249751744613,15.0
D7,35.29411764705874,15.0,19.35863,6.556372075,33.87178289655173,8.411661397727274,24.46013975,5.728744535526316,353.0794193269231,461.8163557,9.479000000000001,32.286833333333334,13.594075,18.140653125,18.969700000000003,5.0,423.9525152128796,15.0
E7,35.29411764705874,15.0,19.35863,6.556372075,33.87178289655173,8.411661397727274,24.46013975,5.728744535526316,353.0794193269231,461.8163557,9.479000000000001,32.286833333333334,13.594075,18.140653125,18.969700000000003,5.0,423.9525152128796,15.0
F7,35.29411764705874,15.0,19.35863,6.556372075,33.87178289655173,8.411661397727274,24.46013975,5.728744535526316,353.0794193269231,461.8163557,9.479000000000001,32.286833333333334,13.594075,18.140653125,18.969700000000003,5.0,423.9525152128796,15.0
A8,35.29411764705909,15.0,12.668058749999998,8.31718292,39.46598717241379,8.628253397727274,24.69819175,7.388699756842105,390.6637542307692,418.8463647,96.83333333333334,6.189541666666667,8.7566,18.36599375,15.921375000000001,5.0,372.9625459251887,15.0
B8,35.29411764705909,15.0,12.668058749999998,8.31718292,39.46598717241379,8.628253397727274,24.69819175,7.388699756842105,390.6637542307692,418.8463647,96.83333333333334,6.189541666666667,8.7566,18.36599375,15.921375000000001,5.0,372.9625459251887,15.0
C8,35.29411764705909,15.0,12.668058749999998,8.31718292,39.46598717241379,8.628253397727274,24.69819175,7.388699756842105,390.6637542307692,418.8463647,96.83333333333334,6.189541666666667,8.7566,18.36599375,15.921375000000001,5.0,372.9625459251887,15.0
D8,35.29411764705916,15.0,54.79070000000001,9.004886195,10.129799448275861,5.444047075757576,51.32816999999999,6.784375451842105,46.72791096153846,46.32337101,46.5,50.74900000000001,51.19999999999999,48.766312500000005,48.95,5.0,953.0073097105268,15.0
E8,35.29411764705916,15.0,54.79070000000001,9.004886195,10.129799448275861,5.444047075757576,51.32816999999999,6.784375451842105,46.72791096153846,46.32337101,46.5,50.74900000000001,51.19999999999999,48.766312500000005,48.95,5.0,953.0073097105268,15.0
F8,35.29411764705916,15.0,54.79070000000001,9.004886195,10.129799448275861,5.444047075757576,51.32816999999999,6.784375451842105,46.72791096153846,46.32337101,46.5,50.74900000000001,51.19999999999999,48.766312500000005,48.95,5.0,953.0073097105268,15.0
