Well,MOPS[mM],Tricine[mM],H3BO3[mM],Glucose[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],Kan[g/l],Water,Culture
A1,35.2941176470589,15.0,49.77269512576751,73.89007656574216,9.097212921515403,24.473229874399003,6.940160585367001,8.072257301619004,181.61426833591713,146.58972709501077,22.26622125006362,10.266650203413333,45.1400042435883,18.26096152373125,21.807925124832924,5.0,811.5144922019738,15.0
B1,35.2941176470589,15.0,49.77269512576751,73.89007656574216,9.097212921515403,24.473229874399003,6.940160585367001,8.072257301619004,181.61426833591713,146.58972709501077,22.26622125006362,10.266650203413333,45.1400042435883,18.26096152373125,21.807925124832924,5.0,811.5144922019738,15.0
C1,35.2941176470589,15.0,49.77269512576751,73.89007656574216,9.097212921515403,24.473229874399003,6.940160585367001,8.072257301619004,181.61426833591713,146.58972709501077,22.26622125006362,10.266650203413333,45.1400042435883,18.26096152373125,21.807925124832924,5.0,811.5144922019738,15.0
D1,35.29411764705866,15.0,10.44306058661625,84.34573337561125,54.585286608314775,22.458233873033834,40.9844892986635,9.612367424623654,282.83715479059964,93.4632084534078,18.212301143975,46.85868418265,7.485473274417471,43.898689940668746,434.26888580145,5.0,280.2523135989094,15.0
E1,35.29411764705866,15.0,10.44306058661625,84.34573337561125,54.585286608314775,22.458233873033834,40.9844892986635,9.612367424623654,282.83715479059964,93.4632084534078,18.212301143975,46.85868418265,7.485473274417471,43.898689940668746,434.26888580145,5.0,280.2523135989094,15.0
F1,35.29411764705866,15.0,10.44306058661625,84.34573337561125,54.585286608314775,22.458233873033834,40.9844892986635,9.612367424623654,282.83715479059964,93.4632084534078,18.212301143975,46.85868418265,7.485473274417471,43.898689940668746,434.26888580145,5.0,280.2523135989094,15.0
A2,35.29411764705874,15.0,17.543567604352063,24.145350434182507,25.368010381973402,14.082049530398857,16.1424496800635,9.885495813501224,208.40037558726286,48.287587946343336,16.61820449244167,16.99114143505,33.4457000566319,46.962727864531246,23.799802647719567,5.0,928.0334188784891,15.0
B2,35.29411764705874,15.0,17.543567604352063,24.145350434182507,25.368010381973402,14.082049530398857,16.1424496800635,9.885495813501224,208.40037558726286,48.287587946343336,16.61820449244167,16.99114143505,33.4457000566319,46.962727864531246,23.799802647719567,5.0,928.0334188784891,15.0
C2,35.29411764705874,15.0,17.543567604352063,24.145350434182507,25.368010381973402,14.082049530398857,16.1424496800635,9.885495813501224,208.40037558726286,48.287587946343336,16.61820449244167,16.99114143505,33.4457000566319,46.962727864531246,23.799802647719567,5.0,928.0334188784891,15.0
D2,35.29411764705894,15.0,22.994232993945,8.751969218958177,6.213003138758173,17.182793877653854,36.758962946049,7.003625811315661,22.112559272422498,389.0774782864599,12.936755832991668,19.851769671308336,47.009996831875725,13.3386570157875,226.55572356644998,5.0,599.9183538889656,15.0
E2,35.29411764705894,15.0,22.994232993945,8.751969218958177,6.213003138758173,17.182793877653854,36.758962946049,7.003625811315661,22.112559272422498,389.0774782864599,12.936755832991668,19.851769671308336,47.009996831875725,13.3386570157875,226.55572356644998,5.0,599.9183538889656,15.0
F2,35.29411764705894,15.0,22.994232993945,8.751969218958177,6.213003138758173,17.182793877653854,36.758962946049,7.003625811315661,22.112559272422498,389.0774782864599,12.936755832991668,19.851769671308336,47.009996831875725,13.3386570157875,226.55572356644998,5.0,599.9183538889656,15.0
A3,35.2941176470588,15.0,19.264686531212188,14.499966757740657,70.39017522168534,15.003558451358785,19.41645839035525,7.363442245977724,143.1664263122724,39.34517881966862,23.86081211135833,23.967052334816668,8.910101593325535,13.484610124979687,39.46102858606941,5.0,991.5723848721207,15.0
