Well,MOPS[mM],Tricine[mM],H3BO3[mM],Glucose[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],Kan[g/l]
A1,40.0,4.0,0.0039818156100614,147.78015313148433,0.2638191747239467,1.2921865373682673,0.0013880321170734,10.224859248717406,1.888788390693538,146.58972709501077,1.335973275003817e-05,0.0012319980244096,9.02800084871766e-05,0.0002921753843797,4.361585024966585e-05,0.05
B1,40.0,4.0,0.0039818156100614,147.78015313148433,0.2638191747239467,1.2921865373682673,0.0013880321170734,10.224859248717406,1.888788390693538,146.58972709501077,1.335973275003817e-05,0.0012319980244096,9.02800084871766e-05,0.0002921753843797,4.361585024966585e-05,0.05
C1,40.0,4.0,0.0039818156100614,147.78015313148433,0.2638191747239467,1.2921865373682673,0.0013880321170734,10.224859248717406,1.888788390693538,146.58972709501077,1.335973275003817e-05,0.0012319980244096,9.02800084871766e-05,0.0002921753843797,4.361585024966585e-05,0.05
D1,40.0,4.0,0.0008354448469293,168.6914667512225,1.5829733116411284,5.928973742480932,0.0081968978597327,12.175665404523295,2.941506409822236,93.4632084534078,0.0002185476137277,0.0002811521050959,1.497094654883494e-05,0.0007023790390507,0.0008685377716029,0.05
E1,40.0,4.0,0.0008354448469293,168.6914667512225,1.5829733116411284,5.928973742480932,0.0081968978597327,12.175665404523295,2.941506409822236,93.4632084534078,0.0002185476137277,0.0002811521050959,1.497094654883494e-05,0.0007023790390507,0.0008685377716029,0.05
F1,40.0,4.0,0.0008354448469293,168.6914667512225,1.5829733116411284,5.928973742480932,0.0081968978597327,12.175665404523295,2.941506409822236,93.4632084534078,0.0002185476137277,0.0002811521050959,1.497094654883494e-05,0.0007023790390507,0.0008685377716029,0.05
A2,40.0,4.0,0.0280697081669633,48.29070086836502,0.0507360207639468,3.7176610760252977,0.0032284899360127,12.521628030434885,2.167363906107534,48.287587946343336,0.0001994184539093,0.0001019468486103,6.68914001132638e-05,0.0007514036458325,4.759960529543914e-05,0.05
B2,40.0,4.0,0.0280697081669633,48.29070086836502,0.0507360207639468,3.7176610760252977,0.0032284899360127,12.521628030434885,2.167363906107534,48.287587946343336,0.0001994184539093,0.0001019468486103,6.68914001132638e-05,0.0007514036458325,4.759960529543914e-05,0.05
C2,40.0,4.0,0.0280697081669633,48.29070086836502,0.0507360207639468,3.7176610760252977,0.0032284899360127,12.521628030434885,2.167363906107534,48.287587946343336,0.0001994184539093,0.0001019468486103,6.68914001132638e-05,0.0007514036458325,4.759960529543914e-05,0.05
D2,40.0,4.0,0.0018395386395156,17.503938437916354,0.180177091023987,0.9072515167401236,0.0073517925892098,8.871259360999838,0.229970616433194,389.0774782864599,0.0001552410699959,0.002382212360557,9.401999366375146e-05,0.0002134185122526,0.0004531114471329,0.05
E2,40.0,4.0,0.0018395386395156,17.503938437916354,0.180177091023987,0.9072515167401236,0.0073517925892098,8.871259360999838,0.229970616433194,389.0774782864599,0.0001552410699959,0.002382212360557,9.401999366375146e-05,0.0002134185122526,0.0004531114471329,0.05
F2,40.0,4.0,0.0018395386395156,17.503938437916354,0.180177091023987,0.9072515167401236,0.0073517925892098,8.871259360999838,0.229970616433194,389.0774782864599,0.0001552410699959,0.002382212360557,9.401999366375146e-05,0.0002134185122526,0.0004531114471329,0.05
A3,40.0,4.0,0.0308234984499395,28.999933515481317,2.0413150814288747,0.7921878862317439,0.077665833561421,9.327026844905117,1.488930833647633,39.34517881966862,0.0002863297453363,0.0001438023140089,1.7820203186651073e-05,0.0043150752399935,7.892205717213882e-05,0.05
B3,40.0,4.0,0.0308234984499395,28.999933515481317,2.0413150814288747,0.7921878862317439,0.077665833561421,9.327026844905117,1.488930833647633,39.34517881966862,0.0002863297453363,0.0001438023140089,1.7820203186651073e-05,0.0043150752399935,7.892205717213882e-05,0.05
C3,40.0,4.0,0.0308234984499395,28.999933515481317,2.0413150814288747,0.7921878862317439,0.077665833561421,9.327026844905117,1.488930833647633,39.34517881966862,0.0002863297453363,0.0001438023140089,1.7820203186651073e-05,0.0043150752399935,7.892205717213882e-05,0.05
D3,40.0,4.0,0.0011973810524375,61.22405315886607,0.1621140258796271,0.4310785867376849,0.0966054280723369,7.196318197858887,4.424863683012563,31.319152082842628,7.460342318312655e-05,0.0002308037222141,0.00010038084856,0.002591039356242,2.7310480930585837e-05,0.05
E3,40.0,4.0,0.0011973810524375,61.22405315886607,0.1621140258796271,0.4310785867376849,0.0966054280723369,7.196318197858887,4.424863683012563,31.319152082842628,7.460342318312655e-05,0.0002308037222141,0.00010038084856,0.002591039356242,2.7310480930585837e-05,0.05
F3,40.0,4.0,0.0011973810524375,61.22405315886607,0.1621140258796271,0.4310785867376849,0.0966054280723369,7.196318197858887,4.424863683012563,31.319152082842628,7.460342318312655e-05,0.0002308037222141,0.00010038084856,0.002591039356242,2.7310480930585837e-05,0.05
A4,40.0,4.0,0.0135909574385774,7.77629917653406,0.1857818181632861,0.6350243788634116,0.0601469581561321,8.51222487680123,0.0912627603286194,306.5925925150106,1.0997663371019894e-05,0.0001359356568784,0.0006592879063312,0.0052396234922457,0.0008807148037377,0.05
B4,40.0,4.0,0.0135909574385774,7.77629917653406,0.1857818181632861,0.6350243788634116,0.0601469581561321,8.51222487680123,0.0912627603286194,306.5925925150106,1.0997663371019894e-05,0.0001359356568784,0.0006592879063312,0.0052396234922457,0.0008807148037377,0.05
C4,40.0,4.0,0.0135909574385774,7.77629917653406,0.1857818181632861,0.6350243788634116,0.0601469581561321,8.51222487680123,0.0912627603286194,306.5925925150106,1.0997663371019894e-05,0.0001359356568784,0.0006592879063312,0.0052396234922457,0.0008807148037377,0.05
D4,40.0,4.0,0.0228242998354309,19.19816537752513,0.2311376283469569,0.7032449543843968,0.0025889675297632,13.76190344067481,0.1396711295799571,33.72666861328158,0.0001290811721911,0.0006433113424582,0.0004641660189832,0.0004449724014157,0.0003304027852036,0.05
E4,40.0,4.0,0.0228242998354309,19.19816537752513,0.2311376283469569,0.7032449543843968,0.0025889675297632,13.76190344067481,0.1396711295799571,33.72666861328158,0.0001290811721911,0.0006433113424582,0.0004641660189832,0.0004449724014157,0.0003304027852036,0.05
F4,40.0,4.0,0.0228242998354309,19.19816537752513,0.2311376283469569,0.7032449543843968,0.0025889675297632,13.76190344067481,0.1396711295799571,33.72666861328158,0.0001290811721911,0.0006433113424582,0.0004641660189832,0.0004449724014157,0.0003304027852036,0.05
A5,40.0,4.0,0.0025406898502273,14.963688886693816,0.5968944406855069,3.2501193194013225,0.0054588361392502,6.648918428344579,4.755800597998266,7.669198838270464,6.421486148998955e-05,0.0027419288030899,0.0006185911935287,0.0004891724580401,0.0005689626832064,0.05
B5,40.0,4.0,0.0025406898502273,14.963688886693816,0.5968944406855069,3.2501193194013225,0.0054588361392502,6.648918428344579,4.755800597998266,7.669198838270464,6.421486148998955e-05,0.0027419288030899,0.0006185911935287,0.0004891724580401,0.0005689626832064,0.05
C5,40.0,4.0,0.0025406898502273,14.963688886693816,0.5968944406855069,3.2501193194013225,0.0054588361392502,6.648918428344579,4.755800597998266,7.669198838270464,6.421486148998955e-05,0.0027419288030899,0.0006185911935287,0.0004891724580401,0.0005689626832064,0.05
D5,40.0,4.0,0.0150262162525405,11.84660084049122,2.0015938351547393,1.4082735094791108,0.0109446355568775,12.934812585661692,0.4997354396781208,36.76634699139683,2.814543899784269e-05,0.0019786456764847,0.0003994072077115,0.0027530414290032,1.7621351064351556e-05,0.05
E5,40.0,4.0,0.0150262162525405,11.84660084049122,2.0015938351547393,1.4082735094791108,0.0109446355568775,12.934812585661692,0.4997354396781208,36.76634699139683,2.814543899784269e-05,0.0019786456764847,0.0003994072077115,0.0027530414290032,1.7621351064351556e-05,0.05
F5,40.0,4.0,0.0150262162525405,11.84660084049122,2.0015938351547393,1.4082735094791108,0.0109446355568775,12.934812585661692,0.4997354396781208,36.76634699139683,2.814543899784269e-05,0.0019786456764847,0.0003994072077115,0.0027530414290032,1.7621351064351556e-05,0.05
A6,40.0,4.0,0.0027152141968379,183.51349165783012,0.8157347931208786,1.7999144041744144,0.0646719001929717,11.785834552285005,0.1773826430073351,16.754888892194614,3.018684070698881e-06,0.0025841906373446,5.536921740189032e-05,0.0074630883046268,7.3942246230321e-05,0.05
B6,40.0,4.0,0.0027152141968379,183.51349165783012,0.8157347931208786,1.7999144041744144,0.0646719001929717,11.785834552285005,0.1773826430073351,16.754888892194614,3.018684070698881e-06,0.0025841906373446,5.536921740189032e-05,0.0074630883046268,7.3942246230321e-05,0.05
C6,40.0,4.0,0.0027152141968379,183.51349165783012,0.8157347931208786,1.7999144041744144,0.0646719001929717,11.785834552285005,0.1773826430073351,16.754888892194614,3.018684070698881e-06,0.0025841906373446,5.536921740189032e-05,0.0074630883046268,7.3942246230321e-05,0.05
D6,40.0,4.0,0.0032639344924366,76.18390837456988,2.263854833148702,1.209870110793652,0.0362913353587021,9.096601007723264,2.448656450081773,447.37796203863854,0.0002433943478796,0.000102462602654,6.129822229778949e-05,0.0058309921864252,8.765612488257531e-05,0.05
E6,40.0,4.0,0.0032639344924366,76.18390837456988,2.263854833148702,1.209870110793652,0.0362913353587021,9.096601007723264,2.448656450081773,447.37796203863854,0.0002433943478796,0.000102462602654,6.129822229778949e-05,0.0058309921864252,8.765612488257531e-05,0.05
F6,40.0,4.0,0.0032639344924366,76.18390837456988,2.263854833148702,1.209870110793652,0.0362913353587021,9.096601007723264,2.448656450081773,447.37796203863854,0.0002433943478796,0.000102462602654,6.129822229778949e-05,0.0058309921864252,8.765612488257531e-05,0.05
A7,40.0,4.0,0.0393525837032836,117.93613589475773,2.8391004487761635,0.5225641598469859,0.0086758923365076,7.682169536896593,0.4483741734230388,416.3045975692432,2.603183402971132e-05,0.0009683630157551,0.0009528384770804,0.0002576040468136,0.0002000734859112,0.05
B7,40.0,4.0,0.0393525837032836,117.93613589475773,2.8391004487761635,0.5225641598469859,0.0086758923365076,7.682169536896593,0.4483741734230388,416.3045975692432,2.603183402971132e-05,0.0009683630157551,0.0009528384770804,0.0002576040468136,0.0002000734859112,0.05
C7,40.0,4.0,0.0393525837032836,117.93613589475773,2.8391004487761635,0.5225641598469859,0.0086758923365076,7.682169536896593,0.4483741734230388,416.3045975692432,2.603183402971132e-05,0.0009683630157551,0.0009528384770804,0.0002576040468136,0.0002000734859112,0.05
D7,40.0,4.0,0.0015762739592203,10.077183560472944,0.0369328415564674,6.538513382358396,0.0089985823121057,7.031521677639057,0.2506294637506586,9.100841126316562,5.4287320679353935e-06,6.800583311096448e-05,0.0008182045073615,8.54046845101001e-05,0.0001081620356754,0.05
E7,40.0,4.0,0.0015762739592203,10.077183560472944,0.0369328415564674,6.538513382358396,0.0089985823121057,7.031521677639057,0.2506294637506586,9.100841126316562,5.4287320679353935e-06,6.800583311096448e-05,0.0008182045073615,8.54046845101001e-05,0.0001081620356754,0.05
F7,40.0,4.0,0.0015762739592203,10.077183560472944,0.0369328415564674,6.538513382358396,0.0089985823121057,7.031521677639057,0.2506294637506586,9.100841126316562,5.4287320679353935e-06,6.800583311096448e-05,0.0008182045073615,8.54046845101001e-05,0.0001081620356754,0.05
A8,40.0,4.0,0.0022513231946909,2.8604463511963085,1.774042262921099,2.7898142562502946,0.0545284745488647,6.835665165054891,0.6112040090527048,24.769720370636705,0.0002818642565054,0.0011528361124079,4.9012132870629326e-05,0.0067271983615288,0.000515023311032,0.05
B8,40.0,4.0,0.0022513231946909,2.8604463511963085,1.774042262921099,2.7898142562502946,0.0545284745488647,6.835665165054891,0.6112040090527048,24.769720370636705,0.0002818642565054,0.0011528361124079,4.9012132870629326e-05,0.0067271983615288,0.000515023311032,0.05
C8,40.0,4.0,0.0022513231946909,2.8604463511963085,1.774042262921099,2.7898142562502946,0.0545284745488647,6.835665165054891,0.6112040090527048,24.769720370636705,0.0002818642565054,0.0011528361124079,4.9012132870629326e-05,0.0067271983615288,0.000515023311032,0.05
D8,40.0,4.0,0.004090598255447,19.34825221949995,0.3004400347080475,1.3996254690977854,0.0094119914566717,9.987207031955991,0.5251785000725074,53.65226374908401,2.9959257664905575e-05,0.0002755224321186,9.314460495481808e-05,0.0007441429461755,0.00010221210299,0.05
E8,40.0,4.0,0.004090598255447,19.34825221949995,0.3004400347080475,1.3996254690977854,0.0094119914566717,9.987207031955991,0.5251785000725074,53.65226374908401,2.9959257664905575e-05,0.0002755224321186,9.314460495481808e-05,0.0007441429461755,0.00010221210299,0.05
F8,40.0,4.0,0.004090598255447,19.34825221949995,0.3004400347080475,1.3996254690977854,0.0094119914566717,9.987207031955991,0.5251785000725074,53.65226374908401,2.9959257664905575e-05,0.0002755224321186,9.314460495481808e-05,0.0007441429461755,0.00010221210299,0.05
