Well,H3BO3[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],CaCl2[mM]
A1,0.003631877770997826,0.2742906343777742,1.3981890447043837,0.010696802994917017,10.238156471125713,0.5672181176885099,49.806732411125665,2.903831114568489e-05,0.00027698593505176664,9.953241665532334e-05,0.0007373555761479441,9.285371481921912e-05,0.0
B1,0.003631877770997826,0.2742906343777742,1.3981890447043837,0.010696802994917017,10.238156471125713,0.5672181176885099,49.806732411125665,2.903831114568489e-05,0.00027698593505176664,9.953241665532334e-05,0.0007373555761479441,9.285371481921912e-05,0.0
C1,0.003631877770997826,0.2742906343777742,1.3981890447043837,0.010696802994917017,10.238156471125713,0.5672181176885099,49.806732411125665,2.903831114568489e-05,0.00027698593505176664,9.953241665532334e-05,0.0007373555761479441,9.285371481921912e-05,0.0
D1,0.003631877770997826,0.2742906343777742,1.3981890447043837,0.010696802994917017,10.238156471125713,0.5672181176885099,49.806732411125665,2.903831114568489e-05,0.00027698593505176664,9.953241665532334e-05,0.0007373555761479441,9.285371481921912e-05,0.0
E1,0.003631877770997826,0.2742906343777742,1.3981890447043837,0.010696802994917017,10.238156471125713,0.5672181176885099,49.806732411125665,2.903831114568489e-05,0.00027698593505176664,9.953241665532334e-05,0.0007373555761479441,9.285371481921912e-05,0.0
F1,0.003631877770997826,0.2742906343777742,1.3981890447043837,0.010696802994917017,10.238156471125713,0.5672181176885099,49.806732411125665,2.903831114568489e-05,0.00027698593505176664,9.953241665532334e-05,0.0007373555761479441,9.285371481921912e-05,0.0
A2,0.003631877770997826,0.2742906343777742,1.3981890447043837,0.010696802994917017,10.238156471125713,0.5672181176885099,49.806732411125665,2.903831114568489e-05,0.00027698593505176664,9.953241665532334e-05,0.0007373555761479441,9.285371481921912e-05,0.0
B2,0.003631877770997826,0.2742906343777742,1.3981890447043837,0.010696802994917017,10.238156471125713,0.5672181176885099,49.806732411125665,2.903831114568489e-05,0.00027698593505176664,9.953241665532334e-05,0.0007373555761479441,9.285371481921912e-05,0.0
C2,0.003631877770997826,0.2742906343777742,1.3981890447043837,0.010696802994917017,10.238156471125713,0.5672181176885099,49.806732411125665,2.903831114568489e-05,0.00027698593505176664,9.953241665532334e-05,0.0007373555761479441,9.285371481921912e-05,0.0
D2,0.003631877770997826,0.2742906343777742,1.3981890447043837,0.010696802994917017,10.238156471125713,0.5672181176885099,49.806732411125665,2.903831114568489e-05,0.00027698593505176664,9.953241665532334e-05,0.0007373555761479441,9.285371481921912e-05,0.0
E2,0.003631877770997826,0.2742906343777742,1.3981890447043837,0.010696802994917017,10.238156471125713,0.5672181176885099,49.806732411125665,2.903831114568489e-05,0.00027698593505176664,9.953241665532334e-05,0.0007373555761479441,9.285371481921912e-05,0.0
F2,0.003631877770997826,0.2742906343777742,1.3981890447043837,0.010696802994917017,10.238156471125713,0.5672181176885099,49.806732411125665,2.903831114568489e-05,0.00027698593505176664,9.953241665532334e-05,0.0007373555761479441,9.285371481921912e-05,0.0
A3,0.003631877770997826,0.2742906343777742,1.3981890447043837,0.010696802994917017,10.238156471125713,0.5672181176885099,49.806732411125665,2.903831114568489e-05,0.00027698593505176664,9.953241665532334e-05,0.0007373555761479441,9.285371481921912e-05,0.0
B3,0.003631877770997826,0.2742906343777742,1.3981890447043837,0.010696802994917017,10.238156471125713,0.5672181176885099,49.806732411125665,2.903831114568489e-05,0.00027698593505176664,9.953241665532334e-05,0.0007373555761479441,9.285371481921912e-05,0.0
C3,0.003631877770997826,0.2742906343777742,1.3981890447043837,0.010696802994917017,10.238156471125713,0.5672181176885099,49.806732411125665,2.903831114568489e-05,0.00027698593505176664,9.953241665532334e-05,0.0007373555761479441,9.285371481921912e-05,0.0
D3,0.003631877770997826,0.2742906343777742,1.3981890447043837,0.010696802994917017,10.238156471125713,0.5672181176885099,49.806732411125665,2.903831114568489e-05,0.00027698593505176664,9.953241665532334e-05,0.0007373555761479441,9.285371481921912e-05,0.0
E3,0.003631877770997826,0.2742906343777742,1.3981890447043837,0.010696802994917017,10.238156471125713,0.5672181176885099,49.806732411125665,2.903831114568489e-05,0.00027698593505176664,9.953241665532334e-05,0.0007373555761479441,9.285371481921912e-05,0.0
F3,0.003631877770997826,0.2742906343777742,1.3981890447043837,0.010696802994917017,10.238156471125713,0.5672181176885099,49.806732411125665,2.903831114568489e-05,0.00027698593505176664,9.953241665532334e-05,0.0007373555761479441,9.285371481921912e-05,0.0
A4,0.003631877770997826,0.2742906343777742,1.3981890447043837,0.010696802994917017,10.238156471125713,0.5672181176885099,49.806732411125665,2.903831114568489e-05,0.00027698593505176664,9.953241665532334e-05,0.0007373555761479441,9.285371481921912e-05,0.0
B4,0.003631877770997826,0.2742906343777742,1.3981890447043837,0.010696802994917017,10.238156471125713,0.5672181176885099,49.806732411125665,2.903831114568489e-05,0.00027698593505176664,9.953241665532334e-05,0.0007373555761479441,9.285371481921912e-05,0.0
C4,0.003631877770997826,0.2742906343777742,1.3981890447043837,0.010696802994917017,10.238156471125713,0.5672181176885099,49.806732411125665,2.903831114568489e-05,0.00027698593505176664,9.953241665532334e-05,0.0007373555761479441,9.285371481921912e-05,0.0
