,Study ID,Study Name,Line ID,Replicate Key,Line Name,Line Description,Protocol,Assay ID,Assay Name,Formal Type,Measurement Type,Compartment,Units,Value,Hours
0,208342,Combinatorial Media Optimization for Flaviolin Yield DBTL2,208343,2333e82e-d052-4bc2-9ba3-dc478ab73cf8,C2_WA1_C1-R1,"MOPS[mM]: 40.000000, Tricine[mM]: 4.000000, H3BO3[mM]: 0.003982, Glucose[mM]: 147.780153, K2SO4[mM]: 0.263819, K2HPO4[mM]: 1.292187, FeSO4[mM]: 0.001388, NH4Cl[mM]: 10.224859, MgCl2[mM]: 1.888788, NaCl[mM]: 146.589727, (NH4)6Mo7O24[mM]: 0.000013, CoCl2[mM]: 0.001232, CuSO4[mM]: 0.000100, MnSO4[mM]: 0.000800, ZnSO4[mM]: 0.000100, Kan[g/l]: 0.050000",OD340,208391,C2_WA1_C1-R1,,OD340,0,,0.57,48.0
1,208342,Combinatorial Media Optimization for Flaviolin Yield DBTL2,208344,27133779-15eb-4f9a-8774-578f89c28191,C2_WA1_C1-R2,"MOPS[mM]: 40.000000, Tricine[mM]: 4.000000, H3BO3[mM]: 0.003982, Glucose[mM]: 147.780153, K2SO4[mM]: 0.263819, K2HPO4[mM]: 1.292187, FeSO4[mM]: 0.001388, NH4Cl[mM]: 10.224859, MgCl2[mM]: 1.888788, NaCl[mM]: 146.589727, (NH4)6Mo7O24[mM]: 0.000013, CoCl2[mM]: 0.001232, CuSO4[mM]: 0.000100, MnSO4[mM]: 0.000800, ZnSO4[mM]: 0.000100, Kan[g/l]: 0.050000",OD340,208392,C2_WA1_C1-R2,,OD340,0,,0.4714,48.0
2,208342,Combinatorial Media Optimization for Flaviolin Yield DBTL2,208345,0ec14aee-e5cb-46a4-a6ff-b21369acde8f,C2_WA1_C1-R3,"MOPS[mM]: 40.000000, Tricine[mM]: 4.000000, H3BO3[mM]: 0.003982, Glucose[mM]: 147.780153, K2SO4[mM]: 0.263819, K2HPO4[mM]: 1.292187, FeSO4[mM]: 0.001388, NH4Cl[mM]: 10.224859, MgCl2[mM]: 1.888788, NaCl[mM]: 146.589727, (NH4)6Mo7O24[mM]: 0.000013, CoCl2[mM]: 0.001232, CuSO4[mM]: 0.000100, MnSO4[mM]: 0.000800, ZnSO4[mM]: 0.000100, Kan[g/l]: 0.050000",OD340,208393,C2_WA1_C1-R3,,OD340,0,,0.4779,48.0
3,208342,Combinatorial Media Optimization for Flaviolin Yield DBTL2,208346,89e380d5-3b40-4840-8e61-2d2f2dd5a268,C2_WD1_F1-R1,"MOPS[mM]: 40.000000, Tricine[mM]: 4.000000, H3BO3[mM]: 0.000835, Glucose[mM]: 168.691467, K2SO4[mM]: 1.582973, K2HPO4[mM]: 5.928974, FeSO4[mM]: 0.008197, NH4Cl[mM]: 12.175665, MgCl2[mM]: 2.941506, NaCl[mM]: 93.463208, (NH4)6Mo7O24[mM]: 0.000219, CoCl2[mM]: 0.000281, CuSO4[mM]: 0.000100, MnSO4[mM]: 0.000800, ZnSO4[mM]: 0.000100, Kan[g/l]: 0.050000",OD340,208394,C2_WD1_F1-R1,,OD340,0,,0.4441,48.0
4,208342,Combinatorial Media Optimization for Flaviolin Yield DBTL2,208347,01df708b-6438-43a6-9607-daec711598b2,C2_WD1_F1-R2,"MOPS[mM]: 40.000000, Tricine[mM]: 4.000000, H3BO3[mM]: 0.000835, Glucose[mM]: 168.691467, K2SO4[mM]: 1.582973, K2HPO4[mM]: 5.928974, FeSO4[mM]: 0.008197, NH4Cl[mM]: 12.175665, MgCl2[mM]: 2.941506, NaCl[mM]: 93.463208, (NH4)6Mo7O24[mM]: 0.000219, CoCl2[mM]: 0.000281, CuSO4[mM]: 0.000100, MnSO4[mM]: 0.000800, ZnSO4[mM]: 0.000100, Kan[g/l]: 0.050000",OD340,208395,C2_WD1_F1-R2,,OD340,0,,0.4453,48.0
5,208342,Combinatorial Media Optimization for Flaviolin Yield DBTL2,208348,d941696c-e152-4606-82d7-86d94070bb5b,C2_WD1_F1-R3,"MOPS[mM]: 40.000000, Tricine[mM]: 4.000000, H3BO3[mM]: 0.000835, Glucose[mM]: 168.691467, K2SO4[mM]: 1.582973, K2HPO4[mM]: 5.928974, FeSO4[mM]: 0.008197, NH4Cl[mM]: 12.175665, MgCl2[mM]: 2.941506, NaCl[mM]: 93.463208, (NH4)6Mo7O24[mM]: 0.000219, CoCl2[mM]: 0.000281, CuSO4[mM]: 0.000100, MnSO4[mM]: 0.000800, ZnSO4[mM]: 0.000100, Kan[g/l]: 0.050000",OD340,208396,C2_WD1_F1-R3,,OD340,0,,0.4514,48.0
6,208342,Combinatorial Media Optimization for Flaviolin Yield DBTL2,208349,128eadc9-ec8e-45be-a534-bca0b21a2028,C2_WA2_C2-R1,"MOPS[mM]: 40.000000, Tricine[mM]: 4.000000, H3BO3[mM]: 0.028070, Glucose[mM]: 48.290701, K2SO4[mM]: 0.050736, K2HPO4[mM]: 3.717661, FeSO4[mM]: 0.003228, NH4Cl[mM]: 12.521628, MgCl2[mM]: 2.167364, NaCl[mM]: 48.287588, (NH4)6Mo7O24[mM]: 0.000199, CoCl2[mM]: 0.000102, CuSO4[mM]: 0.000100, MnSO4[mM]: 0.000800, ZnSO4[mM]: 0.000100, Kan[g/l]: 0.050000",OD340,208397,C2_WA2_C2-R1,,OD340,0,,0.4791,48.0
7,208342,Combinatorial Media Optimization for Flaviolin Yield DBTL2,208350,f1d6fc00-61ec-4f09-878d-d1e1cadced10,C2_WA2_C2-R2,"MOPS[mM]: 40.000000, Tricine[mM]: 4.000000, H3BO3[mM]: 0.028070, Glucose[mM]: 48.290701, K2SO4[mM]: 0.050736, K2HPO4[mM]: 3.717661, FeSO4[mM]: 0.003228, NH4Cl[mM]: 12.521628, MgCl2[mM]: 2.167364, NaCl[mM]: 48.287588, (NH4)6Mo7O24[mM]: 0.000199, CoCl2[mM]: 0.000102, CuSO4[mM]: 0.000100, MnSO4[mM]: 0.000800, ZnSO4[mM]: 0.000100, Kan[g/l]: 0.050000",OD340,208398,C2_WA2_C2-R2,,OD340,0,,0.4845,48.0
8,208342,Combinatorial Media Optimization for Flaviolin Yield DBTL2,208351,277df07a-9238-4344-ba55-923dfcfde665,C2_WA2_C2-R3,"MOPS[mM]: 40.000000, Tricine[mM]: 4.000000, H3BO3[mM]: 0.028070, Glucose[mM]: 48.290701, K2SO4[mM]: 0.050736, K2HPO4[mM]: 3.717661, FeSO4[mM]: 0.003228, NH4Cl[mM]: 12.521628, MgCl2[mM]: 2.167364, NaCl[mM]: 48.287588, (NH4)6Mo7O24[mM]: 0.000199, CoCl2[mM]: 0.000102, CuSO4[mM]: 0.000100, MnSO4[mM]: 0.000800, ZnSO4[mM]: 0.000100, Kan[g/l]: 0.050000",OD340,208399,C2_WA2_C2-R3,,OD340,0,,0.4835,48.0
9,208342,Combinatorial Media Optimization for Flaviolin Yield DBTL2,208352,24d3cabb-1488-4f75-acc9-ee1cf829eee5,C2_WD2_F2-R1,"MOPS[mM]: 40.000000, Tricine[mM]: 4.000000, H3BO3[mM]: 0.001840, Glucose[mM]: 17.503938, K2SO4[mM]: 0.180177, K2HPO4[mM]: 0.907252, FeSO4[mM]: 0.007352, NH4Cl[mM]: 8.871259, MgCl2[mM]: 0.229971, NaCl[mM]: 389.077478, (NH4)6Mo7O24[mM]: 0.000155, CoCl2[mM]: 0.002382, CuSO4[mM]: 0.000100, MnSO4[mM]: 0.000800, ZnSO4[mM]: 0.000100, Kan[g/l]: 0.050000",OD340,208400,C2_WD2_F2-R1,,OD340,0,,0.4555,48.0
10,208342,Combinatorial Media Optimization for Flaviolin Yield DBTL2,208353,cf98c6df-5efa-45de-a6e8-ffdc4183767a,C2_WD2_F2-R2,"MOPS[mM]: 40.000000, Tricine[mM]: 4.000000, H3BO3[mM]: 0.001840, Glucose[mM]: 17.503938, K2SO4[mM]: 0.180177, K2HPO4[mM]: 0.907252, FeSO4[mM]: 0.007352, NH4Cl[mM]: 8.871259, MgCl2[mM]: 0.229971, NaCl[mM]: 389.077478, (NH4)6Mo7O24[mM]: 0.000155, CoCl2[mM]: 0.002382, CuSO4[mM]: 0.000100, MnSO4[mM]: 0.000800, ZnSO4[mM]: 0.000100, Kan[g/l]: 0.050000",OD340,208401,C2_WD2_F2-R2,,OD340,0,,0.4747,48.0
