Source Position,Source Well,Destination Position,Destination Well,Transfer Volume [uL]
P1,A1,P2,A1,35.29411764705878
P1,A1,P2,B1,35.29411764705878
P1,A1,P2,C1,35.29411764705878
P1,A1,P2,D1,35.29411764705878
P1,A1,P2,E1,35.29411764705878
P1,A1,P2,F1,35.29411764705878
P1,A1,P2,A2,35.29411764705878
P1,A1,P2,B2,35.29411764705878
P1,A1,P2,C2,35.29411764705878
P1,A1,P2,D2,35.29411764705878
P1,A1,P2,E2,35.29411764705878
P1,A1,P2,F2,35.29411764705878
P1,A1,P2,A3,35.29411764705878
P1,A1,P2,B3,35.29411764705878
P1,A1,P2,C3,35.29411764705878
P1,A1,P2,D3,35.29411764705878
P1,A1,P2,E3,35.29411764705878
P1,A1,P2,F3,35.29411764705878
P1,A1,P2,A4,35.29411764705878
P1,A1,P2,B4,35.29411764705878
P1,A1,P2,C4,35.29411764705878
P1,A1,P2,D4,35.29411764705878
P1,A1,P2,E4,35.29411764705878
P1,A1,P2,F4,35.29411764705878
P1,A1,P2,A5,35.29411764705878
P1,A1,P2,B5,35.29411764705878
P1,A1,P2,C5,35.29411764705878
P1,A1,P2,D5,35.29411764705878
P1,A1,P2,E5,35.29411764705878
P1,A1,P2,F5,35.29411764705878
P1,A1,P2,A6,35.29411764705878
P1,A1,P2,B6,35.29411764705878
P1,A1,P2,C6,35.29411764705878
P1,A1,P2,D6,35.29411764705878
P1,A1,P2,E6,35.29411764705878
P1,A1,P2,F6,35.29411764705878
P1,A1,P2,A7,35.29411764705878
P1,A1,P2,B7,35.29411764705878
P1,A1,P2,C7,35.29411764705878
P1,A1,P2,D7,35.29411764705878
P1,A1,P2,E7,35.29411764705878
P1,A1,P2,F7,35.29411764705878
P1,A1,P2,A8,35.29411764705878
P1,A1,P2,B8,35.29411764705878
P1,A1,P2,C8,35.29411764705878
P1,A1,P2,D8,35.29411764705878
P1,A1,P2,E8,35.29411764705878
P1,A1,P2,F8,35.29411764705878
P4,A1,P2,A1,50.0
P4,A1,P2,B1,50.0
P4,A1,P2,C1,50.0
P4,A1,P2,D1,50.0
P4,A1,P2,E1,50.0
P4,A1,P2,F1,50.0
P4,A1,P2,A2,50.0
P4,A1,P2,B2,50.0
P4,A1,P2,C2,50.0
P4,A1,P2,D2,50.0
P4,A1,P2,E2,50.0
P4,A1,P2,F2,50.0
P4,A1,P2,A3,50.0
P4,A1,P2,B3,50.0
P4,A1,P2,C3,50.0
P4,A1,P2,D3,50.0
P4,A1,P2,E3,50.0
P4,A1,P2,F3,50.0
P4,A1,P2,A4,50.0
P4,A1,P2,B4,50.0
P4,A1,P2,C4,50.0
P4,A1,P2,D4,50.0
P4,A1,P2,E4,50.0
P4,A1,P2,F4,50.0
P4,A1,P2,A5,50.0
P4,A1,P2,B5,50.0
P4,A1,P2,C5,50.0
P4,A1,P2,D5,50.0
P4,A1,P2,E5,50.0
P4,A1,P2,F5,50.0
P4,A1,P2,A6,50.0
P4,A1,P2,B6,50.0
P4,A1,P2,C6,50.0
P4,A1,P2,D6,50.0
P4,A1,P2,E6,50.0
P4,A1,P2,F6,50.0
P4,A1,P2,A7,50.0
P4,A1,P2,B7,50.0
P4,A1,P2,C7,50.0
P4,A1,P2,D7,50.0
P4,A1,P2,E7,50.0
P4,A1,P2,F7,50.0
P4,A1,P2,A8,50.0
P4,A1,P2,B8,50.0
P4,A1,P2,C8,50.0
P4,A1,P2,D8,50.0
P4,A1,P2,E8,50.0
P4,A1,P2,F8,50.0
P5,B1,P2,A1,50.0
P5,B1,P2,B1,50.0
P5,B1,P2,C1,50.0
P5,B1,P2,D1,50.0
P5,B1,P2,E1,50.0
P5,B1,P2,F1,50.0
P5,B1,P2,A2,50.0
P5,B1,P2,B2,50.0
P5,B1,P2,C2,50.0
P5,B1,P2,D2,50.0
P5,B1,P2,E2,50.0
P5,B1,P2,F2,50.0
P5,B1,P2,A3,50.0
P5,B1,P2,B3,50.0
P5,B1,P2,C3,50.0
P5,B1,P2,D3,50.0
P5,B1,P2,E3,50.0
P5,B1,P2,F3,50.0
P5,B1,P2,A4,50.0
P5,B1,P2,B4,50.0
P5,B1,P2,C4,50.0
P5,B1,P2,D4,50.0
P5,B1,P2,E4,50.0
P5,B1,P2,F4,50.0
P5,B1,P2,A5,50.0
P5,B1,P2,B5,50.0
P5,B1,P2,C5,50.0
P5,B1,P2,D5,50.0
P5,B1,P2,E5,50.0
P5,B1,P2,F5,50.0
P5,B1,P2,A6,50.0
P5,B1,P2,B6,50.0
P5,B1,P2,C6,50.0
P5,B1,P2,D6,50.0
P5,B1,P2,E6,50.0
P5,B1,P2,F6,50.0
P5,B1,P2,A7,50.0
P5,B1,P2,B7,50.0
P5,B1,P2,C7,50.0
P5,B1,P2,D7,50.0
P5,B1,P2,E7,50.0
P5,B1,P2,F7,50.0
P5,B1,P2,A8,50.0
P5,B1,P2,B8,50.0
P5,B1,P2,C8,50.0
P5,B1,P2,D8,50.0
P5,B1,P2,E8,50.0
P5,B1,P2,F8,50.0
P1,A3,P2,A1,50.0
P1,A3,P2,B1,50.0
P1,A3,P2,C1,50.0
P1,A3,P2,D1,50.0
