Source Position,Source Well,Destination Position,Destination Well,Transfer Volume [uL]
P1,B1,P2,A1,15.0
P1,B1,P2,A2,15.0
P1,B1,P2,A3,15.0
P1,B1,P2,A4,15.0
P1,B1,P2,A5,15.0
P1,B1,P2,A6,15.0
P1,B1,P2,A7,15.0
P1,B1,P2,A8,15.0
P1,B1,P2,B1,15.0
P1,B1,P2,B2,15.0
P1,B1,P2,B3,15.0
P1,B1,P2,B4,15.0
P1,B1,P2,B5,15.0
P1,B1,P2,B6,15.0
P1,B1,P2,B7,15.0
P1,B1,P2,B8,15.0
P1,B1,P2,C1,15.0
P1,B1,P2,C2,15.0
P1,B1,P2,C3,15.0
P1,B1,P2,C4,15.0
P1,B1,P2,C5,15.0
P1,B1,P2,C6,15.0
P1,B1,P2,C7,15.0
P1,B1,P2,C8,15.0
P1,B1,P2,D1,15.0
P1,B1,P2,D2,15.0
P1,B1,P2,D3,15.0
P1,B1,P2,D4,15.0
P1,B1,P2,D5,15.0
P1,B1,P2,D6,15.0
P1,B1,P2,D7,15.0
P1,B1,P2,D8,15.0
P1,B1,P2,E1,15.0
P1,B1,P2,E2,15.0
P1,B1,P2,E3,15.0
P1,B1,P2,E4,15.0
P1,B1,P2,E5,15.0
P1,B1,P2,E6,15.0
P1,B1,P2,E7,15.0
P1,B1,P2,E8,15.0
P1,B1,P2,F1,15.0
P1,B1,P2,F2,15.0
P1,B1,P2,F3,15.0
P1,B1,P2,F4,15.0
P1,B1,P2,F5,15.0
P1,B1,P2,F6,15.0
P1,B1,P2,F7,15.0
P1,B1,P2,F8,15.0
P1,C1,P2,A1,17.689999999999998
P1,C1,P2,A2,17.689999999999998
P1,C1,P2,A3,17.689999999999998
P1,C1,P2,A4,17.689999999999998
P1,C1,P2,A5,17.689999999999998
P1,C1,P2,A6,17.689999999999998
P1,C1,P2,A7,7.116875
P1,C1,P2,A8,7.116875
P1,C1,P2,B1,7.116875
P1,C1,P2,B2,7.116875
P1,C1,P2,B3,7.116875
P1,C1,P2,B4,7.116875
P1,C1,P2,B5,9.87375
P1,C1,P2,B6,9.87375
P1,C1,P2,B7,9.87375
P1,C1,P2,B8,9.87375
P1,C1,P2,C1,9.87375
P1,C1,P2,C2,9.87375
P1,C1,P2,C3,13.540625
P1,C1,P2,C4,13.540625
P1,C1,P2,C5,13.540625
P1,C1,P2,C6,13.540625
P1,C1,P2,C7,13.540625
P1,C1,P2,C8,13.540625
P4,A1,P2,D1,8.0875
P4,A1,P2,D2,8.0875
P4,A1,P2,D3,8.0875
P4,A1,P2,D4,8.0875
P4,A1,P2,D5,8.0875
P4,A1,P2,D6,8.0875
P1,C1,P2,D7,22.103125000000002
P1,C1,P2,D8,22.103125000000002
P1,C1,P2,E1,22.103125000000002
P1,C1,P2,E2,22.103125000000002
P1,C1,P2,E3,22.103125000000002
P1,C1,P2,E4,22.103125000000002
P1,C1,P2,E5,21.834375
P1,C1,P2,E6,21.834375
P1,C1,P2,E7,21.834375
P1,C1,P2,E8,21.834375
P1,C1,P2,F1,21.834375
P1,C1,P2,F2,21.834375
P1,D1,P2,A1,10.0
P1,D1,P2,A2,10.0
P1,D1,P2,A3,10.0
P1,D1,P2,A4,10.0
P1,D1,P2,A5,10.0
P1,D1,P2,A6,10.0
P1,D1,P2,A7,10.0
P1,D1,P2,A8,10.0
P1,D1,P2,B1,10.0
P1,D1,P2,B2,10.0
P1,D1,P2,B3,10.0
P1,D1,P2,B4,10.0
P1,D1,P2,B5,10.0
P1,D1,P2,B6,10.0
P1,D1,P2,B7,10.0
P1,D1,P2,B8,10.0
P1,D1,P2,C1,10.0
P1,D1,P2,C2,10.0
P1,D1,P2,C3,10.0
P1,D1,P2,C4,10.0
P1,D1,P2,C5,10.0
P1,D1,P2,C6,10.0
P1,D1,P2,C7,10.0
P1,D1,P2,C8,10.0
P4,B1,P2,D1,21.06907
P4,B1,P2,D2,21.06907
P4,B1,P2,D3,21.06907
P4,B1,P2,D4,21.06907
P4,B1,P2,D5,21.06907
P4,B1,P2,D6,21.06907
P4,B1,P2,E5,13.103975000000002
P4,B1,P2,E6,13.103975000000002
P4,B1,P2,E7,13.103975000000002
