Source Position,Source Well,Destination Position,Destination Well,Transfer Volume [uL]
P3,A1,P2,A1,154.24918961944655
P3,A1,P2,A1,154.24918961944655
P3,A1,P2,A1,154.24918961944655
P3,A1,P2,A1,154.24918961944655
P3,A1,P2,A1,154.24918961944655
P3,A1,P2,A2,154.24918961944655
P3,A1,P2,A2,154.24918961944655
P3,A1,P2,A2,154.24918961944655
P3,A1,P2,A2,154.24918961944655
P3,A1,P2,A2,154.24918961944655
P3,A1,P2,A3,154.24918961944655
P3,A1,P2,A3,154.24918961944655
P3,A1,P2,A3,154.24918961944655
P3,A1,P2,A3,154.24918961944655
P3,A1,P2,A3,154.24918961944655
P3,A1,P2,A4,154.24918961944655
P3,A1,P2,A4,154.24918961944655
P3,A1,P2,A4,154.24918961944655
P3,A1,P2,A4,154.24918961944655
P3,A1,P2,A4,154.24918961944655
P3,A1,P2,A5,154.24918961944655
P3,A1,P2,A5,154.24918961944655
P3,A1,P2,A5,154.24918961944655
P3,A1,P2,A5,154.24918961944655
P3,A1,P2,A5,154.24918961944655
P3,A1,P2,A6,154.24918961944655
P3,A1,P2,A6,154.24918961944655
P3,A1,P2,A6,154.24918961944655
P3,A1,P2,A6,154.24918961944655
P3,A1,P2,A6,154.24918961944655
P3,A1,P2,A7,157.98810373377688
P3,A1,P2,A7,157.98810373377688
P3,A1,P2,A8,157.98810373377688
P3,A1,P2,A8,157.98810373377688
P3,A1,P2,B1,157.98810373377688
P3,A1,P2,B1,157.98810373377688
P3,A1,P2,B2,157.98810373377688
P3,A1,P2,B2,157.98810373377688
P3,A1,P2,B3,157.98810373377688
P3,A1,P2,B3,157.98810373377688
P3,A1,P2,B4,157.98810373377688
P3,A1,P2,B4,157.98810373377688
P3,A1,P2,B5,183.46393953218018
P3,A1,P2,B5,183.46393953218018
P3,A1,P2,B5,183.46393953218018
P3,A1,P2,B5,183.46393953218018
P3,A1,P2,B6,183.46393953218018
P3,A1,P2,B6,183.46393953218018
P3,A1,P2,B6,183.46393953218018
P3,A1,P2,B6,183.46393953218018
P3,A1,P2,B7,183.46393953218018
P3,A1,P2,B7,183.46393953218018
P3,A1,P2,B7,183.46393953218018
P3,A1,P2,B7,183.46393953218018
P3,A1,P2,B8,183.46393953218018
P3,A1,P2,B8,183.46393953218018
P3,A1,P2,B8,183.46393953218018
P3,A1,P2,B8,183.46393953218018
P3,A1,P2,C1,183.46393953218018
P3,A1,P2,C1,183.46393953218018
P3,A1,P2,C1,183.46393953218018
