Well,MOPS[mM],Tricine[mM],H3BO3[mM],Glucose[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],Kan[g/l]
E2,40.0,4.0,0.0144305190218041,122.2145109550212,0.2169914020330137,2.3820599400892033,0.0997249256270681,11.781273239767335,0.7418332756083255,496.50253116589295,0.0002933156020822,0.0029676806167131,0.000996624404911,0.0045876261167225,0.000611164012065,0.05
F2,40.0,4.0,0.0144305190218041,122.2145109550212,0.2169914020330137,2.3820599400892033,0.0997249256270681,11.781273239767335,0.7418332756083255,496.50253116589295,0.0002933156020822,0.0029676806167131,0.000996624404911,0.0045876261167225,0.000611164012065,0.05
A3,40.0,4.0,0.0132099779647637,156.40563650919808,1.429832855780632,2.5513288628664776,0.0938049411252892,11.772126310816011,0.5262362783902792,498.46399176561465,0.0002399510962879,0.0029714262450591,0.000964016701831,0.0043491709748981,0.0001778629494641,0.05
B3,40.0,4.0,0.0132099779647637,156.40563650919808,1.429832855780632,2.5513288628664776,0.0938049411252892,11.772126310816011,0.5262362783902792,498.46399176561465,0.0002399510962879,0.0029714262450591,0.000964016701831,0.0043491709748981,0.0001778629494641,0.05
C3,40.0,4.0,0.0132099779647637,156.40563650919808,1.429832855780632,2.5513288628664776,0.0938049411252892,11.772126310816011,0.5262362783902792,498.46399176561465,0.0002399510962879,0.0029714262450591,0.000964016701831,0.0043491709748981,0.0001778629494641,0.05
D3,40.0,4.0,0.0022928406181201,15.585714506148491,2.178632259332651,4.958269164017907,0.0238111728576583,7.227938117013101,5.186840285273846,414.0988809205676,4.337234570841539e-05,0.001706354942211,0.0002092347544553,0.0012518622920837,0.0007387741258518,0.05
E3,40.0,4.0,0.0022928406181201,15.585714506148491,2.178632259332651,4.958269164017907,0.0238111728576583,7.227938117013101,5.186840285273846,414.0988809205676,4.337234570841539e-05,0.001706354942211,0.0002092347544553,0.0012518622920837,0.0007387741258518,0.05
F3,40.0,4.0,0.0022928406181201,15.585714506148491,2.178632259332651,4.958269164017907,0.0238111728576583,7.227938117013101,5.186840285273846,414.0988809205676,4.337234570841539e-05,0.001706354942211,0.0002092347544553,0.0012518622920837,0.0007387741258518,0.05
A4,40.0,4.0,0.0198147254318073,2.43866420219193,1.5596689644954185,1.4967537079155686,0.0711062702069267,9.646109928167345,4.720352608804976,499.592574612075,0.0001789751512505,0.0001582846022064,0.0003377445195205,0.0058555030105944,0.000918985144681,0.05
B4,40.0,4.0,0.0198147254318073,2.43866420219193,1.5596689644954185,1.4967537079155686,0.0711062702069267,9.646109928167345,4.720352608804976,499.592574612075,0.0001789751512505,0.0001582846022064,0.0003377445195205,0.0058555030105944,0.000918985144681,0.05
C4,40.0,4.0,0.0198147254318073,2.43866420219193,1.5596689644954185,1.4967537079155686,0.0711062702069267,9.646109928167345,4.720352608804976,499.592574612075,0.0001789751512505,0.0001582846022064,0.0003377445195205,0.0058555030105944,0.000918985144681,0.05
D4,40.0,4.0,0.0115254240480359,163.52537554383724,1.911728621418856,4.397607068127838,0.0947515504095588,14.08119134155293,3.334315585783714,494.6453362737424,0.0002349850229143,0.0023811616149133,0.000975687514749,0.0028088208627194,0.0001605875327821,0.05
E4,40.0,4.0,0.0115254240480359,163.52537554383724,1.911728621418856,4.397607068127838,0.0947515504095588,14.08119134155293,3.334315585783714,494.6453362737424,0.0002349850229143,0.0023811616149133,0.000975687514749,0.0028088208627194,0.0001605875327821,0.05
F4,40.0,4.0,0.0115254240480359,163.52537554383724,1.911728621418856,4.397607068127838,0.0947515504095588,14.08119134155293,3.334315585783714,494.6453362737424,0.0002349850229143,0.0023811616149133,0.000975687514749,0.0028088208627194,0.0001605875327821,0.05
A5,40.0,4.0,0.0228338051801874,14.400261371076724,2.238060434515981,4.058044039376917,0.0666847214300098,7.563319099802048,4.130347208100452,87.90775460748685,0.0001853861649045,0.001784987827744,0.0004897458161365,0.0010105119877985,0.00099581778744,0.05
B5,40.0,4.0,0.0228338051801874,14.400261371076724,2.238060434515981,4.058044039376917,0.0666847214300098,7.563319099802048,4.130347208100452,87.90775460748685,0.0001853861649045,0.001784987827744,0.0004897458161365,0.0010105119877985,0.00099581778744,0.05
C5,40.0,4.0,0.0228338051801874,14.400261371076724,2.238060434515981,4.058044039376917,0.0666847214300098,7.563319099802048,4.130347208100452,87.90775460748685,0.0001853861649045,0.001784987827744,0.0004897458161365,0.0010105119877985,0.00099581778744,0.05
D5,40.0,4.0,0.0353654834966694,125.07050888923548,2.658500560191901,2.043345289722671,0.0256815956629919,9.077470691249156,4.940374740472871,463.3127970793223,0.000126730183184,0.0006560323066968,0.0002109947750356,0.0018531138039269,0.0009899335299647,0.05
E5,40.0,4.0,0.0353654834966694,125.07050888923548,2.658500560191901,2.043345289722671,0.0256815956629919,9.077470691249156,4.940374740472871,463.3127970793223,0.000126730183184,0.0006560323066968,0.0002109947750356,0.0018531138039269,0.0009899335299647,0.05
F5,40.0,4.0,0.0353654834966694,125.07050888923548,2.658500560191901,2.043345289722671,0.0256815956629919,9.077470691249156,4.940374740472871,463.3127970793223,0.000126730183184,0.0006560323066968,0.0002109947750356,0.0018531138039269,0.0009899335299647,0.05
A6,40.0,4.0,0.0011528821092976,3.966668728343482,0.1340107591302929,3.8232799623186096,0.1,10.400970857371304,0.3285032410447467,419.9275015660988,0.0002509789582714,0.003,0.001,8.046803607298717e-05,6.595897439775624e-05,0.05
B6,40.0,4.0,0.0011528821092976,3.966668728343482,0.1340107591302929,3.8232799623186096,0.1,10.400970857371304,0.3285032410447467,419.9275015660988,0.0002509789582714,0.003,0.001,8.046803607298717e-05,6.595897439775624e-05,0.05
C6,40.0,4.0,0.0011528821092976,3.966668728343482,0.1340107591302929,3.8232799623186096,0.1,10.400970857371304,0.3285032410447467,419.9275015660988,0.0002509789582714,0.003,0.001,8.046803607298717e-05,6.595897439775624e-05,0.05
D6,40.0,4.0,0.0083123045553453,3.115522858930987,0.1157450929320809,4.936220320534911,0.0941093882646647,10.007718874565276,1.5093562584643567,485.6555641313003,0.00016823946809,0.0019202875136694,0.0009357760947476,0.0052189675476451,0.0005217431492617,0.05
E6,40.0,4.0,0.0083123045553453,3.115522858930987,0.1157450929320809,4.936220320534911,0.0941093882646647,10.007718874565276,1.5093562584643567,485.6555641313003,0.00016823946809,0.0019202875136694,0.0009357760947476,0.0052189675476451,0.0005217431492617,0.05
F6,40.0,4.0,0.0083123045553453,3.115522858930987,0.1157450929320809,4.936220320534911,0.0941093882646647,10.007718874565276,1.5093562584643567,485.6555641313003,0.00016823946809,0.0019202875136694,0.0009357760947476,0.0052189675476451,0.0005217431492617,0.05
A7,40.0,4.0,0.0006471263568656,4.213813646010749,1.678307834474393,4.062872473687762,0.098551514091826,8.959182609345497,0.0947320232387847,385.7296425719446,0.0002103341355177,0.0029374795395654,0.0008311221380442,0.0030802410578169,0.0005146082614875,0.05
B7,40.0,4.0,0.0006471263568656,4.213813646010749,1.678307834474393,4.062872473687762,0.098551514091826,8.959182609345497,0.0947320232387847,385.7296425719446,0.0002103341355177,0.0029374795395654,0.0008311221380442,0.0030802410578169,0.0005146082614875,0.05
C7,40.0,4.0,0.0006471263568656,4.213813646010749,1.678307834474393,4.062872473687762,0.098551514091826,8.959182609345497,0.0947320232387847,385.7296425719446,0.0002103341355177,0.0029374795395654,0.0008311221380442,0.0030802410578169,0.0005146082614875,0.05
D7,40.0,4.0,0.0173634364129105,4.512511969119103,0.8717318924040157,4.282033335997075,0.0932465182935062,9.937843799598957,0.1865368918655172,471.3896076548472,0.0001954197975931,0.0021878988120128,0.0009568791450458,0.0045136608452506,0.0005424061807095,0.05
E7,40.0,4.0,0.0173634364129105,4.512511969119103,0.8717318924040157,4.282033335997075,0.0932465182935062,9.937843799598957,0.1865368918655172,471.3896076548472,0.0001954197975931,0.0021878988120128,0.0009568791450458,0.0045136608452506,0.0005424061807095,0.05
F7,40.0,4.0,0.0173634364129105,4.512511969119103,0.8717318924040157,4.282033335997075,0.0932465182935062,9.937843799598957,0.1865368918655172,471.3896076548472,0.0001954197975931,0.0021878988120128,0.0009568791450458,0.0045136608452506,0.0005424061807095,0.05
A8,40.0,4.0,0.0025044999669021,2.943124884172775,1.4810842614287418,4.942214615045064,0.0939108020571718,8.133338045010433,1.1450475751899882,461.8213542646321,0.0002560728646166,0.0019534275799276,0.000999843447264,0.0030467293509096,0.0001217978399187,0.05
B8,40.0,4.0,0.0025044999669021,2.943124884172775,1.4810842614287418,4.942214615045064,0.0939108020571718,8.133338045010433,1.1450475751899882,461.8213542646321,0.0002560728646166,0.0019534275799276,0.000999843447264,0.0030467293509096,0.0001217978399187,0.05
C8,40.0,4.0,0.0025044999669021,2.943124884172775,1.4810842614287418,4.942214615045064,0.0939108020571718,8.133338045010433,1.1450475751899882,461.8213542646321,0.0002560728646166,0.0019534275799276,0.000999843447264,0.0030467293509096,0.0001217978399187,0.05
D8,40.0,4.0,0.0040395093698788,20.702191398744752,0.2847857165138042,1.1957338973737277,0.0096213690088543,8.606282878743222,0.4770381122376008,50.42549849699323,3.0041825367402773e-05,0.0002780725591677,9.710929168082149e-05,0.0007647409645882,0.0001051414582266,0.05
E8,40.0,4.0,0.0040395093698788,20.702191398744752,0.2847857165138042,1.1957338973737277,0.0096213690088543,8.606282878743222,0.4770381122376008,50.42549849699323,3.0041825367402773e-05,0.0002780725591677,9.710929168082149e-05,0.0007647409645882,0.0001051414582266,0.05
F8,40.0,4.0,0.0040395093698788,20.702191398744752,0.2847857165138042,1.1957338973737277,0.0096213690088543,8.606282878743222,0.4770381122376008,50.42549849699323,3.0041825367402773e-05,0.0002780725591677,9.710929168082149e-05,0.0007647409645882,0.0001051414582266,0.05
