Well,MOPS[mM],Tricine[mM],H3BO3[mM],Glucose[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],Kan[g/l],Water,Culture
F4,35.29411764705867,15.0,7.36121875,5.592158425,80.76593937931035,9.28177946212121,24.134371750000003,7.496611305789473,285.1313601923077,478.2211579,6.566666666666667,22.909925,18.287075,7.0504999999999995,23.652275000000003,5.0,453.2548435217459,15.0
A5,35.294117647058634,15.0,5.757195625,6.523263105,85.238056,20.523795079545454,23.946341500000003,5.586065559473684,335.0371821153846,458.71253279999996,18.287000000000003,22.032975,11.315775,20.693090625,19.803600000000003,5.0,396.2490099435377,15.0
B5,35.294117647058634,15.0,5.757195625,6.523263105,85.238056,20.523795079545454,23.946341500000003,5.586065559473684,335.0371821153846,458.71253279999996,18.287000000000003,22.032975,11.315775,20.693090625,19.803600000000003,5.0,396.2490099435377,15.0
C5,35.294117647058634,15.0,5.757195625,6.523263105,85.238056,20.523795079545454,23.946341500000003,5.586065559473684,335.0371821153846,458.71253279999996,18.287000000000003,22.032975,11.315775,20.693090625,19.803600000000003,5.0,396.2490099435377,15.0
D5,35.294117647058435,15.0,21.422093124999996,6.604470115000001,86.65874151724138,20.165549265151515,9.9849745,6.417514473157894,318.81493201923075,378.87220289999993,11.881666666666668,24.572200000000002,18.094775,9.02873125,24.334775000000004,5.0,492.8532565214935,15.0
E5,35.294117647058435,15.0,21.422093124999996,6.604470115000001,86.65874151724138,20.165549265151515,9.9849745,6.417514473157894,318.81493201923075,378.87220289999993,11.881666666666668,24.572200000000002,18.094775,9.02873125,24.334775000000004,5.0,492.8532565214935,15.0
F5,35.294117647058435,15.0,21.422093124999996,6.604470115000001,86.65874151724138,20.165549265151515,9.9849745,6.417514473157894,318.81493201923075,378.87220289999993,11.881666666666668,24.572200000000002,18.094775,9.02873125,24.334775000000004,5.0,492.8532565214935,15.0
A6,35.294117647059245,15.0,6.068840000000002,19.403405745,43.295133793103446,7.60165325,23.40870325,8.118155257894738,430.99275125,358.8167355,11.546000000000001,24.37955,73.405,16.55335,19.47225,5.0,386.6443543069427,15.0
B6,35.294117647059245,15.0,6.068840000000002,19.403405745,43.295133793103446,7.60165325,23.40870325,8.118155257894738,430.99275125,358.8167355,11.546000000000001,24.37955,73.405,16.55335,19.47225,5.0,386.6443543069427,15.0
C6,35.294117647059245,15.0,6.068840000000002,19.403405745,43.295133793103446,7.60165325,23.40870325,8.118155257894738,430.99275125,358.8167355,11.546000000000001,24.37955,73.405,16.55335,19.47225,5.0,386.6443543069427,15.0
D6,35.294117647058926,15.0,15.729166875,22.04522088,77.18075979310346,14.497946231060608,18.39618775,7.6962592586842105,66.72564990384616,413.96786489999994,5.616666666666667,18.218500000000002,15.81715,5.6797375,22.743275,5.0,725.3914975945801,15.0
E6,35.294117647058926,15.0,15.729166875,22.04522088,77.18075979310346,14.497946231060608,18.39618775,7.6962592586842105,66.72564990384616,413.96786489999994,5.616666666666667,18.218500000000002,15.81715,5.6797375,22.743275,5.0,725.3914975945801,15.0
F6,35.294117647058926,15.0,15.729166875,22.04522088,77.18075979310346,14.497946231060608,18.39618775,7.6962592586842105,66.72564990384616,413.96786489999994,5.616666666666667,18.218500000000002,15.81715,5.6797375,22.743275,5.0,725.3914975945801,15.0
A7,35.294117647058556,15.0,91.9926375,20.1773061,45.066645379310344,22.334073071969694,21.97496375,7.163805097894738,55.27986528846154,406.1910979,21.581166666666665,24.563591666666667,17.3763,74.35575,14.715675000000001,5.0,606.9330049319718,15.0
B7,35.294117647058556,15.0,91.9926375,20.1773061,45.066645379310344,22.334073071969694,21.97496375,7.163805097894738,55.27986528846154,406.1910979,21.581166666666665,24.563591666666667,17.3763,74.35575,14.715675000000001,5.0,606.9330049319718,15.0
C7,35.294117647058556,15.0,91.9926375,20.1773061,45.066645379310344,22.334073071969694,21.97496375,7.163805097894738,55.27986528846154,406.1910979,21.581166666666665,24.563591666666667,17.3763,74.35575,14.715675000000001,5.0,606.9330049319718,15.0
D7,35.294117647058584,15.0,22.162084375000003,19.986543695,66.71079079310344,9.958005303030301,20.85849125,5.764521621315789,100.61396836538461,439.3721305,24.807833333333335,12.780891666666665,15.132025000000002,20.874459375,21.342475,5.0,649.3416620751073,15.0
E7,35.294117647058584,15.0,22.162084375000003,19.986543695,66.71079079310344,9.958005303030301,20.85849125,5.764521621315789,100.61396836538461,439.3721305,24.807833333333335,12.780891666666665,15.132025000000002,20.874459375,21.342475,5.0,649.3416620751073,15.0
F7,35.294117647058584,15.0,22.162084375000003,19.986543695,66.71079079310344,9.958005303030301,20.85849125,5.764521621315789,100.61396836538461,439.3721305,24.807833333333335,12.780891666666665,15.132025000000002,20.874459375,21.342475,5.0,649.3416620751073,15.0
A8,35.294117647058926,15.0,5.3816443750000005,13.065667900000001,53.062381068965514,12.302428496212121,24.897813250000002,7.588920907105264,497.1116026923077,383.3605917,5.0,25.0,25.0,25.0,5.0,5.0,347.93483196335046,15.0
B8,35.294117647058926,15.0,5.3816443750000005,13.065667900000001,53.062381068965514,12.302428496212121,24.897813250000002,7.588920907105264,497.1116026923077,383.3605917,5.0,25.0,25.0,25.0,5.0,5.0,347.93483196335046,15.0
C8,35.294117647058926,15.0,5.3816443750000005,13.065667900000001,53.062381068965514,12.302428496212121,24.897813250000002,7.588920907105264,497.1116026923077,383.3605917,5.0,25.0,25.0,25.0,5.0,5.0,347.93483196335046,15.0
D8,35.29411764705933,15.0,48.882937500000004,9.526863105,10.631879965517243,23.242228977272728,52.40925,7.920495189473684,46.94484375,48.0730264,50.66666666666667,50.61516666666667,48.2,45.9519375,45.349999999999994,5.0,941.2905866323437,15.0
E8,35.29411764705933,15.0,48.882937500000004,9.526863105,10.631879965517243,23.242228977272728,52.40925,7.920495189473684,46.94484375,48.0730264,50.66666666666667,50.61516666666667,48.2,45.9519375,45.349999999999994,5.0,941.2905866323437,15.0
F8,35.29411764705933,15.0,48.882937500000004,9.526863105,10.631879965517243,23.242228977272728,52.40925,7.920495189473684,46.94484375,48.0730264,50.66666666666667,50.61516666666667,48.2,45.9519375,45.349999999999994,5.0,941.2905866323437,15.0
