Well,MOPS[mM],Tricine[mM],H3BO3[mM],Glucose[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],Kan[g/l],Water,Culture
E3,35.29411764705898,15.0,15.920545544398125,42.87601887425509,89.22188098510922,6.544315733413645,29.6345870803345,7.282591251512047,114.52571412244593,18.632418630086462,25.277716819737186,31.84912926893334,8.44058116174,75.30373091315624,33.91811876599544,5.0,930.2785332018237,15.0
F3,35.29411764705898,15.0,15.920545544398125,42.87601887425509,89.22188098510922,6.544315733413645,29.6345870803345,7.282591251512047,114.52571412244593,18.632418630086462,25.277716819737186,31.84912926893334,8.44058116174,75.30373091315624,33.91811876599544,5.0,930.2785332018237,15.0
A4,35.294117647058826,15.0,16.439513201709122,8.937735054222465,9.905563317535682,16.705787425038487,7.7075445732120755,8.617798501538843,332.4489319989182,58.112395302744424,27.729118836046542,28.44086514941667,20.759158204386278,24.225524879392502,195.57337553935,5.0,674.1025703694298,15.0
B4,35.294117647058826,15.0,16.439513201709122,8.937735054222465,9.905563317535682,16.705787425038487,7.7075445732120755,8.617798501538843,332.4489319989182,58.112395302744424,27.729118836046542,28.44086514941667,20.759158204386278,24.225524879392502,195.57337553935,5.0,674.1025703694298,15.0
C4,35.294117647058826,15.0,16.439513201709122,8.937735054222465,9.905563317535682,16.705787425038487,7.7075445732120755,8.617798501538843,332.4489319989182,58.112395302744424,27.729118836046542,28.44086514941667,20.759158204386278,24.225524879392502,195.57337553935,5.0,674.1025703694298,15.0
D4,35.294117647058684,15.0,22.689455781738122,52.07841168023888,38.264891091690565,14.860538124306814,6.93644198913055,11.062449834231533,16.417152105439808,255.57938175585997,8.10240620738933,47.72620926458333,10.3471362536475,15.244177661989376,342.16777635830005,5.0,588.2294542443956,15.0
E4,35.294117647058684,15.0,22.689455781738122,52.07841168023888,38.264891091690565,14.860538124306814,6.93644198913055,11.062449834231533,16.417152105439808,255.57938175585997,8.10240620738933,47.72620926458333,10.3471362536475,15.244177661989376,342.16777635830005,5.0,588.2294542443956,15.0
F4,35.294117647058684,15.0,22.689455781738122,52.07841168023888,38.264891091690565,14.860538124306814,6.93644198913055,11.062449834231533,16.417152105439808,255.57938175585997,8.10240620738933,47.72620926458333,10.3471362536475,15.244177661989376,342.16777635830005,5.0,588.2294542443956,15.0
A5,35.29411764705847,15.0,23.70849248127875,17.493431631850985,61.801542489106204,18.6535905666394,23.463288950899198,7.956371402093779,29.343723314256817,348.3627961214084,64.23462868278406,11.878890023895,22.77517966829,36.0323631011875,309.7081353829,5.0,454.2934485363514,15.0
B5,35.29411764705847,15.0,23.70849248127875,17.493431631850985,61.801542489106204,18.6535905666394,23.463288950899198,7.956371402093779,29.343723314256817,348.3627961214084,64.23462868278406,11.878890023895,22.77517966829,36.0323631011875,309.7081353829,5.0,454.2934485363514,15.0
C5,35.29411764705847,15.0,23.70849248127875,17.493431631850985,61.801542489106204,18.6535905666394,23.463288950899198,7.956371402093779,29.343723314256817,348.3627961214084,64.23462868278406,11.878890023895,22.77517966829,36.0323631011875,309.7081353829,5.0,454.2934485363514,15.0
D5,35.294117647058776,15.0,5.1962882686025,6.597538461830965,41.78523894882756,21.0360041071094,18.1579582909885,10.349358920164624,381.63383001548004,280.773748953455,20.747668867008336,14.393365172535,14.0731275738425,11.046625706127188,131.62673658569997,5.0,472.2883924812696,15.0
E5,35.294117647058776,15.0,5.1962882686025,6.597538461830965,41.78523894882756,21.0360041071094,18.1579582909885,10.349358920164624,381.63383001548004,280.773748953455,20.747668867008336,14.393365172535,14.0731275738425,11.046625706127188,131.62673658569997,5.0,472.2883924812696,15.0
F5,35.294117647058776,15.0,5.1962882686025,6.597538461830965,41.78523894882756,21.0360041071094,18.1579582909885,10.349358920164624,381.63383001548004,280.773748953455,20.747668867008336,14.393365172535,14.0731275738425,11.046625706127188,131.62673658569997,5.0,472.2883924812696,15.0
A6,35.29411764705839,15.0,5.892571075913063,28.642992590439906,39.70127736187245,8.842801650769664,23.557744188658504,8.427214069477333,311.0351870770787,479.9002362414441,13.91774123584167,18.89622388374,38.88693408099442,5.246567448476251,31.620754431324894,5.0,415.1376370169105,15.0
B6,35.29411764705839,15.0,5.892571075913063,28.642992590439906,39.70127736187245,8.842801650769664,23.557744188658504,8.427214069477333,311.0351870770787,479.9002362414441,13.91774123584167,18.89622388374,38.88693408099442,5.246567448476251,31.620754431324894,5.0,415.1376370169105,15.0
C6,35.29411764705839,15.0,5.892571075913063,28.642992590439906,39.70127736187245,8.842801650769664,23.557744188658504,8.427214069477333,311.0351870770787,479.9002362414441,13.91774123584167,18.89622388374,38.88693408099442,5.246567448476251,31.620754431324894,5.0,415.1376370169105,15.0
D6,35.29411764705883,15.0,41.92489365856125,27.801845219762697,42.0028728882323,21.368959267300703,34.3109537371545,8.993818079540214,484.3207971289806,175.61960202955802,13.383253066011008,42.59751833731667,20.642783917312503,12.5941780839775,352.7327931524,5.0,151.4116137868333,15.0
E6,35.29411764705883,15.0,41.92489365856125,27.801845219762697,42.0028728882323,21.368959267300703,34.3109537371545,8.993818079540214,484.3207971289806,175.61960202955802,13.383253066011008,42.59751833731667,20.642783917312503,12.5941780839775,352.7327931524,5.0,151.4116137868333,15.0
F6,35.29411764705883,15.0,41.92489365856125,27.801845219762697,42.0028728882323,21.368959267300703,34.3109537371545,8.993818079540214,484.3207971289806,175.61960202955802,13.383253066011008,42.59751833731667,20.642783917312503,12.5941780839775,352.7327931524,5.0,151.4116137868333,15.0
A7,35.29411764705868,15.0,5.1436630562129375,50.84091134718422,27.565713993452942,17.15089071890223,10.5893365829818,9.174482983155029,81.67457448609846,44.34727273156695,9.135076995833334,66.75811389266667,42.72389873507744,20.68398141954375,18.21621188375653,5.0,1025.701753526509,15.0
B7,35.29411764705868,15.0,5.1436630562129375,50.84091134718422,27.565713993452942,17.15089071890223,10.5893365829818,9.174482983155029,81.67457448609846,44.34727273156695,9.135076995833334,66.75811389266667,42.72389873507744,20.68398141954375,18.21621188375653,5.0,1025.701753526509,15.0
C7,35.29411764705868,15.0,5.1436630562129375,50.84091134718422,27.565713993452942,17.15089071890223,10.5893365829818,9.174482983155029,81.67457448609846,44.34727273156695,9.135076995833334,66.75811389266667,42.72389873507744,20.68398141954375,18.21621188375653,5.0,1025.701753526509,15.0
D7,35.29411764705866,15.0,12.84462626960575,95.9126780972763,50.72222455807414,18.849425803824985,49.525441947136,6.483786678374788,44.28405914438921,202.8384931616542,30.449181554174828,24.4119359651425,18.10491354367621,40.151750582187496,49.76477939584898,5.0,785.362585651576,15.0
E7,35.29411764705866,15.0,12.84462626960575,95.9126780972763,50.72222455807414,18.849425803824985,49.525441947136,6.483786678374788,44.28405914438921,202.8384931616542,30.449181554174828,24.4119359651425,18.10491354367621,40.151750582187496,49.76477939584898,5.0,785.362585651576,15.0
F7,35.29411764705866,15.0,12.84462626960575,95.9126780972763,50.72222455807414,18.849425803824985,49.525441947136,6.483786678374788,44.28405914438921,202.8384931616542,30.449181554174828,24.4119359651425,18.10491354367621,40.151750582187496,49.76477939584898,5.0,785.362585651576,15.0
A8,35.294117647058684,15.0,35.07481833632001,7.9354458102173675,15.684901714310003,5.201978283933999,8.8281678456715,5.94412257509344,356.45980924740775,13.414318690126446,35.59723365354391,5.982283528419924,15.547771881988833,6.2364136931675,483.32235731485,5.0,434.4762597778906,15.0
B8,35.294117647058684,15.0,35.07481833632001,7.9354458102173675,15.684901714310003,5.201978283933999,8.8281678456715,5.94412257509344,356.45980924740775,13.414318690126446,35.59723365354391,5.982283528419924,15.547771881988833,6.2364136931675,483.32235731485,5.0,434.4762597778906,15.0
C8,35.294117647058684,15.0,35.07481833632001,7.9354458102173675,15.684901714310003,5.201978283933999,8.8281678456715,5.94412257509344,356.45980924740775,13.414318690126446,35.59723365354391,5.982283528419924,15.547771881988833,6.2364136931675,483.32235731485,5.0,434.4762597778906,15.0
D8,35.294117647059004,15.0,51.64876394499125,9.819416888466051,9.83776515131798,5.006218212570672,47.0598742989625,8.02709822312869,53.92344191811089,45.548442576158735,54.65682877802077,54.51351673971667,47.967849376293174,53.647452629625,48.41098452535778,5.0,939.6382290902209,15.0
E8,35.294117647059004,15.0,51.64876394499125,9.819416888466051,9.83776515131798,5.006218212570672,47.0598742989625,8.02709822312869,53.92344191811089,45.548442576158735,54.65682877802077,54.51351673971667,47.967849376293174,53.647452629625,48.41098452535778,5.0,939.6382290902209,15.0
F8,35.294117647059004,15.0,51.64876394499125,9.819416888466051,9.83776515131798,5.006218212570672,47.0598742989625,8.02709822312869,53.92344191811089,45.548442576158735,54.65682877802077,54.51351673971667,47.967849376293174,53.647452629625,48.41098452535778,5.0,939.6382290902209,15.0
